INDEX,DCOP,VENDOR_LOT,DATE_TIME,Device,PART_NO,VENDOR_CODE,APPHA_TEST,B_POD_2,B_POD_3,B_VIA_L12,B_VIA_L23,B_VIA_L34,B1C_WIDTH,BUMP_OP_D,C_BX1,C_BY1,C4_COPLAN,C4_HEIGHT,C4_VOID,CU_L1,CU_L2,CU_L3,CU_L4,CU_ROUGHNE,CZ_EA_1,D_PX1,D_PY1,HD_DIAMETE,HOL_SHIFT,HP_HOLE,INS_L12,INS_L23,INS_L34,L_LENGTH,L_T_L_REG,M_BALL_POD,M1_T_S,OS_BUMP,OSP_T,P1C_TRACE,PIN_HOLE_S,POP_P_POD,PX_UNIT,PY_UNIT,R_SHIFT,RD,S_WARPAGE,S1_TRACE,SM_B_SHT_X,SM_B_SHT_Y,SM_B_THICK,SM_T_SHT_X,SM_T_SHT_Y,SM_T_THICK,SMCR_MTK_A,SMCR_MTK_E,SMEAR_RSD,SR_M_DAM_H,SR_M_DAM_S,SR_M_DAM_W,SR_U_CU,T_S_THICK,T_VIA_L12,T_VIA_L23,T_VIA_L34,T1_WIDTH,TO_YIEL,VIA_VOID,VOID_CU_P,VOID_CU_W,W_WIDTH,IsolationForest predur
106,V_MTK_MFC1,Q52240038301,20221130,23D,1227199102,ZDT,0.002,-0.007,0.004,0.314,-0.241,-10.858,-0.358,1.43,-0.002,0.001,-4.47,-1.04,0.64,-1.511,0.536,1.308,0.57,-0.043,0.066,-0.001,0.002,0.005,-0.005,-0.042,1.692,-0.274,-1.596,0.092,-2.848,0.009,0.736,0.275,0.009,0.26,0.068,0.003,0.001,-0.009,0.06,0.906,-0.078,0.751,-0.03,-0.142,-3.19,1.141,1.072,-0.594,-1.57,0.45,22.5,0.153,0.007,0.001,-0.474,0,3.072,0.882,-2.089,-0.561,-7.05,9,1.862,2.19,0.014,1
111,V_MTK_MFC1,Q52240038801,20221130,23D,1227199102,ZDT,0.002,-0.006,0.004,-1.302,0.899,-9.24,0.024,-0.116,-0.002,-0.001,-3.948,-0.894,-0.4,-0.751,1.966,2.168,2.286,-0.043,0.066,-0.003,0.001,0.004,0.001,-0.035,0.836,-0.844,-1.79,0.091,1.05,0.009,0.088,-1.257,-0.018,0.296,0.068,0,-1.78E-15,-0.008,0.2,1.022,-0.208,0.103,-0.7,2.249,-3.192,-0.391,-0.365,-1.262,2.88,0.36,22.5,-0.267,0.007,-1.39E-17,-0.474,-0.003,-1.5,-0.07,-0.183,-0.129,-9.61,9,1.006,-2.382,0.006,1
102,V_MTK_MFC1,Q52239015801,20221202,23D,1227199102,ZDT,0.002,-0.007,0.002,-0.352,4.043,-9.618,-0.016,-1.916,-0.005,0,-3.562,1.226,0.16,-0.847,0.06,-0.592,-1.144,-0.067,-0.004,-0.002,0.003,0.001,0.004,-0.027,-0.118,-0.654,-1.026,0.085,0.48,0.009,1.158,1.137,-0.014,-0.008,0.068,-0.001,0.008,-0.006,1.24,1.02,-0.112,1.173,2.557,1.387,-2.43,2.003,0.21,-0.786,0.13,0.28,22.5,0.421,0.006,-0.001,-0.474,-0.001,0.118,2.878,-0.851,-0.865,-5.47,9,0.052,-0.764,0.015,1
99,V_MTK_MFC1,Q52239015501,20221205,23D,1227199102,ZDT,0.002,-0.005,0.004,-0.168,-0.245,-10.36,-1.084,2.5,-0.003,0.002,-3.366,1.068,-0.28,-0.327,0.172,0.654,0.334,-0.031,0.036,-0.004,-0.003,0.013,0.008,-0.038,0.626,-0.49,-1.538,0.037,-0.036,0.01,0.08,0.083,-0.007,2.092,0.068,0.004,-0.001,-0.006,0.36,-0.014,0.65,0.095,-0.414,-0.813,-3.07,0.949,-0.556,0.554,0.54,0.12,22.5,0.147,0.005,-0.001,-0.474,0.001,-1.496,0.236,-0.089,0.237,-5.61,9,0.796,-2.378,0.009,1
107,V_MTK_MFC1,Q52240038401,20221205,23D,1227199102,ZDT,0.002,0.002,0.002,3.182,0.753,-7.292,0.138,-3.248,-0.003,-0.001,-2.94,-0.272,1.78,-1.279,0.61,1.752,0.486,-0.073,0.056,-0.005,0.002,0.002,0.008,-0.033,-0.408,-0.952,-1.318,0.064,-2.534,0.003,0.188,-2.212,0.001,0.22,0.068,-0.006,-0.001,-0.008,0.34,0.534,0.774,0.203,1.213,-0.434,-2.29,-1.346,-0.458,0.08,-1.8,0.71,22.5,-0.383,-0.001,-0.003,-0.474,-0.001,3.116,1.994,1.275,-0.337,-6.86,9,-0.238,2.234,-0.001,1
127,V_MTK_MFC1,Q52241028501,20221205,23D,1227199102,ZDT,0.002,-0.006,0.004,-1.614,-2.745,-12.476,-0.358,1.832,-0.003,0.002,-3.174,-1,-1.22,-0.135,0.46,0.75,1.104,-0.051,0.036,-0.004,-0.001,0.003,0.01,-0.035,-0.242,-0.106,-1.536,0.066,-1.002,0.01,0.96,0.276,-0.008,0.758,0.068,0.003,0.001,-0.008,0.02,0.41,0.832,0.975,-0.03,-0.718,-2.012,1.142,1.454,-0.886,2.4,0.65,22.5,0.647,0.006,0.003,-0.474,-0.001,-0.244,-1.882,-3.647,-0.525,-4.76,9,-0.072,-1.126,-0.055,1
109,V_MTK_MFC1,Q52240038601,20221207,23D,1227199102,ZDT,0.002,-2.78E-17,0,0.566,0.003,-3.458,-0.272,-2.284,-0.005,-0.003,-3.668,-0.09,0.62,-1.185,0.516,1.564,0.486,0.003,0.016,-0.002,0.003,0.014,0.006,-0.033,0.994,-0.764,-1.786,0.048,0.65,0.003,-0.188,-0.502,0.002,0.004,0.068,-0.002,-0.003,-0.007,-0.24,0.72,0.71,-0.173,-0.421,-0.438,-1.26,0.364,-0.37,0.264,6.48,-10.25,22.5,0.085,-0.002,-0.002,-0.474,0,2.556,0.592,-6.107,0.035,-4.14,9,1.164,1.674,-0.005,1
115,V_MTK_MFC1,Q52241000401,20221207,23D,1227199102,ZDT,0.002,0.002,0.003,0.464,-0.605,-1.556,-0.424,-1.762,-0.003,-0.001,-3.91,1.396,1.02,-0.869,1.22,2.518,1.406,-0.059,0.006,0,0.003,0.005,0.001,-0.037,0.074,-0.844,-2.336,0.056,4.018,0.001,-0.45,-0.597,-0.007,0.602,0.068,-0.003,-0.001,-0.003,0.06,0.682,0.08,-0.435,0.435,-0.058,-3.004,0.269,-0.18,0.63,6.44,-5.08,22.5,0.727,0.003,-1.39E-17,-0.474,-0.001,-0.242,0.922,-6.261,-0.153,-4.43,9,0.244,-1.124,-0.03,1
119,V_MTK_MFC1,Q52241000801,20221207,23D,1227199102,ZDT,0.002,-2.78E-17,0.002,0.698,-0.147,-2.668,-0.056,-3.796,-0.004,-0.001,-4.266,1.412,0.52,0.297,0.632,2.07,1.618,-0.065,0.006,-0.002,0.001,0.004,0.004,-0.026,2.266,0.298,-0.548,0.059,6.768,0.002,-0.6,0.754,-0.004,-0.046,0.068,-0.003,0.001,-0.007,0.44,0.22,-0.04,-0.585,-1.561,-0.526,-0.906,1.62,-0.555,0.07,6.49,-10.88,22.5,0.163,-0.001,-0.002,-0.474,0.005,1.168,3.07,-4.849,0.243,-3.56,9,2.436,0.286,-0.006,1
112,V_MTK_MFC1,Q52241000101,20221208,23D,1227199102,ZDT,0.002,-0.001,0,1.024,1.801,-7.08,-1.064,1.452,-0.001,-0.001,-2.806,1.728,0.08,-0.129,1.58,1.412,1.58,-0.053,0.026,0,0.001,0.003,-0.003,-0.039,-0.27,-1.8,-2.62,0.067,4.912,0.002,-0.032,-0.777,-0.006,1.246,0.068,0.002,-0.001,-0.006,0,1.19,0.946,-0.017,-0.988,-0.051,-1.98,0.089,-0.651,0.658,5.87,0.27,22.5,1.211,-0.005,-0.001,-0.474,0.001,1.78,4.9,-10.335,-0.169,-4.87,9,-0.1,0.898,0.001,1
113,V_MTK_MFC1,Q52241000201,20221208,23D,1227199102,ZDT,0.002,-2.78E-17,0,0.408,-0.437,-5.646,-0.76,-0.382,-0.004,-0.001,-2.828,-0.702,0.72,-1.479,-0.504,0.558,0.238,-0.055,0.036,-0.001,0.001,0.009,-0.003,-0.039,0.142,0.376,-1.44,0.067,-0.422,0.002,-0.452,0.179,-0.002,0.18,0.068,-0.003,-1.78E-15,-0.006,-0.08,0.716,-0.37,-0.437,-0.797,-1.295,-1.05,1.045,-0.651,0.842,6.42,-10.41,22.5,-0.509,0.001,-0.003,-0.474,0.005,0.138,2.352,-7.785,0.009,-8.35,9,0.312,-0.744,0.003,1
118,V_MTK_MFC1,Q52241000701,20221208,23D,1227199102,ZDT,0.002,-0.005,0.003,0.884,-0.219,-6.48,-0.836,4.016,-0.003,-0.001,-3.702,-0.938,-1.06,-1.549,0.98,1.072,1.36,-0.077,0.036,-0.003,0.003,-0.007,0.002,-0.037,-0.27,-1.8,-3.26,0.032,5.832,0.009,0.428,0.85,-0.002,0.788,0.068,0.004,0.001,-0.008,0.18,1.29,0.904,0.443,-0.988,0.621,-2.22,1.716,-1.033,0.118,5.81,-5.36,22.5,1.091,-0.002,0.001,-0.474,0.001,2.4,3.16,-9.715,0.191,-3.88,9,-0.1,1.518,-0.006,1
116,V_MTK_MFC1,Q52241000501,20221213,23D,1227199102,ZDT,0.002,-2.78E-17,0.002,1.71,0.981,-9.48,-0.152,0.156,-0.002,-0.001,-2.836,-0.322,1.36,-0.885,2.172,2.846,2.422,-0.035,0.056,-0.004,0.001,0.006,0,-0.038,0.214,-0.786,-3.104,0.087,-1.954,0.001,-0.3,-1.734,0,-0.13,0.068,-0.001,-0.001,-0.005,0.6,0.944,0.09,-0.285,-1.275,1.099,-2.244,-0.868,-1.418,0.324,-3.95,-1.32,22.5,1.999,-0.004,-0.001,-0.474,0.002,0.294,0.22,0.489,0.007,-6.5,9,0.384,-0.588,-0.019,1
124,V_MTK_MFC1,Q52241028201,20221213,23D,1227199102,ZDT,0.002,-0.002,-0.001,-0.846,0.141,-4.778,-0.836,-4.884,-0.005,0,-4.2,0.008,2.62,-1.193,0.266,0.46,1.006,-0.083,0.018,-0.003,0.002,0.021,0.004,-0.035,-0.53,-1.646,-1.344,0.048,1.306,-0.001,1.152,-2.404,-0.006,0.982,0.069,-0.006,-0.006,-0.005,0.84,0.412,-0.148,1.167,-0.605,-0.049,-2.012,-1.538,-0.843,-0.31,6,0.76,22.5,-0.043,0.01,-0.001,-0.474,-0.001,-1.302,0.524,-9.417,-0.715,-5.16,9,-0.36,-2.184,-0.011,1
133,V_MTK_MFC1,Q52242003301,20221213,23D,1227199102,ZDT,0.002,-2.78E-17,0,0.03,0.901,-9.046,0.178,-0.73,-0.004,0,-3.782,1.41,2.14,-1.419,0.824,0.836,0.096,-0.065,0.056,-0.001,0.004,0.005,-0.003,-0.031,2.552,-0.084,-1.024,0.071,2.77,0.001,-0.294,-1.64,-0.002,0.068,0.068,-0.003,-0.008,-0.007,-0.14,0.068,0.878,-0.279,-0.989,0.047,-0.524,-0.774,-0.173,0.74,-0.58,0.75,22.5,-0.121,-0.001,-0.002,-0.474,0.007,0.786,0.88,-0.753,0.131,-7.85,9,2.722,-0.096,-0.009,1
104,V_MTK_MFC1,Q52240038101,20221214,23D,1227199102,ZDT,0.002,-0.001,0.003,0.258,-0.241,-11.274,0.27,0.218,-0.004,-0.001,-3.652,0.698,1.92,-0.175,1.788,3.54,2.056,-0.025,0.036,-0.002,0,0.005,0.005,-0.031,0.024,-1.7,-2.76,0.09,-0.768,0,-0.682,-1.161,0.002,-0.358,0.068,-0.001,-0.002,-0.005,0.22,0.254,0.158,-0.667,-0.891,0.525,-3.2,-0.295,-0.841,-0.822,0.63,0.72,22.5,0.873,-0.002,0.001,-0.474,0.001,-1.882,0.144,-2.185,0.391,-4.04,9,0.194,-2.764,-0.022,1
121,V_MTK_MFC1,Q52241027901,20221214,23D,1227199102,ZDT,0.002,-0.004,0.005,-1.208,6.141,-13.238,-0.054,4.296,-0.001,-0.001,-4.114,1.032,0.22,-0.999,0.952,1.152,0.898,-0.069,0.046,-0.002,0.003,0.008,-0.003,-0.031,0.168,-1.606,-1.882,0.064,-2.918,0.009,0.774,0.561,0,0.412,0.068,0.003,-0.001,-0.006,-0.36,0.754,0.97,0.789,-0.893,0.336,0.236,1.427,-0.462,0.55,-2.33,0.74,22.5,2.407,0.001,-0.001,0.29,0.006,-2.072,5.452,-5.897,-0.445,-3.68,9,0.338,-2.954,-0.011,1
123,V_MTK_MFC1,Q52241028101,20221214,23D,1227199102,ZDT,0.002,-0.007,0.002,-3.924,-3.515,-11.902,-1.254,1.27,-0.002,-0.002,-2.734,1.246,2.14,-0.051,0.832,1.296,1.694,-0.069,0.016,-0.003,0,0.011,-0.001,-0.038,0.24,-1.356,-0.958,0.052,-0.036,0.01,0.384,-0.203,-0.017,1.21,0.068,0.001,-1.78E-15,-0.007,0.78,-0.166,0.836,0.399,-1.179,-0.528,-2.3,0.663,0.21,-0.79,4.58,-3.41,22.5,-0.577,-0.003,0.002,0.174,0.001,-1.784,0.91,-2.781,-0.981,-3.53,9,0.41,-2.666,-0.005,1
138,V_MTK_MFC1,Q52242022001,20221214,23D,1227199102,ZDT,0.002,-0.007,0.004,0.794,1.661,-11.904,0.138,3.876,0,0,-4.428,2.09,-0.38,-0.925,0.95,0.696,1.09,-0.075,0.086,-0.003,0.002,0.013,-0.001,-0.039,-0.782,-1.512,-2.834,0.068,-2.376,0.009,1.002,1.807,-0.016,0.45,0.068,0.003,0.002,-0.007,-0.24,0.642,0.896,1.017,-0.414,-0.147,-0.618,2.673,-0.748,0.262,1.91,0.75,22.5,2.943,0.002,0.001,0.328,0.003,-0.072,2.214,-2.751,-0.061,-2.91,9,-0.612,-0.954,-0.004,1
108,V_MTK_MFC1,Q52240038501,20221215,23D,1227199102,ZDT,0.002,0.002,0.003,-0.462,-2.893,-8.692,-0.798,1.006,-0.004,-0.001,-4.144,-1.066,3.08,-0.439,1.73,1.846,2.17,-0.053,0.026,-0.004,0.001,0.005,-0.002,-0.029,-0.034,-2.636,-3.656,0.091,-3.426,0.002,-0.34,-2.028,0.001,0.08,0.068,-0.002,0.001,-0.005,0.36,1.136,0.098,-0.325,-0.802,1.275,-2.104,-1.162,-0.562,-0.294,-1.72,-0.08,22.5,-0.583,-0.002,-1.39E-17,1.062,-0.002,0.406,1.06,-1.527,-0.527,-6.72,9,0.136,-0.476,0.007,1
125,V_MTK_MFC1,Q52241028301,20221215,23D,1227199102,ZDT,0.002,-0.007,0.002,-2.862,-1.303,-11.226,-0.034,-0.722,-0.006,-0.001,-3.648,3.106,1.84,-0.315,0.448,1.414,-0.022,-0.053,0.016,-0.004,-0.001,0.019,-0.006,-0.037,-0.242,-0.488,-0.764,0.051,-2.638,0.006,-0.262,-2.406,-0.007,0.676,0.068,-0.002,-0.003,-0.007,-0.18,-0.396,0.896,-0.247,-1.274,-0.718,-2.588,-1.54,-0.843,0.554,0.2,0.74,22.5,1.179,-0.001,0.003,-0.474,0.005,-3.034,1.968,-2.203,-0.069,-6.35,9,-0.072,-3.916,-0.012,1
131,V_MTK_MFC1,Q52242003101,20221215,23D,1227199102,ZDT,0.002,0.004,0.004,0.288,-0.277,-9.348,-1.322,4.684,-0.001,-0.001,-3.502,0.97,4.1,-1.093,1.262,1.566,1.138,-0.039,0.046,0,0.002,0.009,0,-0.039,-0.784,-1.514,-2.91,0.078,1.028,0.005,-0.602,-1.171,0,0.528,0.068,0.005,-0.002,-0.01,-0.12,0.686,0.334,-0.587,-0.993,-1.009,-2.198,-0.305,0.104,-0.296,-0.65,0.76,22.5,-0.363,-0.001,-0.002,0.798,-0.002,2.65,0.782,-1.901,-0.187,-7.22,9,-0.614,1.768,-0.027,1
120,V_MTK_MFC1,Q52241027801,20221216,23D,1227199102,ZDT,0.002,-0.003,0.004,-0.826,0.235,-10,1.138,1.612,0.001,-0.005,-3.192,0.54,0.18,0.721,1.218,1.954,2.352,-0.047,0.046,0,0.004,0.007,0.014,-0.029,-0.044,-1.466,-1.306,0.059,1.402,0.01,0.238,0.711,-0.001,0.472,0.068,0.001,-0.003,-0.006,-0.12,0.22,1.014,0.253,-1.234,-0.754,-1.612,1.577,-0.236,0.612,0.93,0.52,22.5,1.671,-0.003,0.003,-0.474,0.004,-1.214,4.214,-1.803,0.585,-5,9,0.126,-2.096,0.014,1
126,V_MTK_MFC1,Q52241028401,20221216,23D,1227199102,ZDT,0.002,0.001,0.003,2.41,1.187,-8.666,1.06,-1.078,-0.005,0.002,-4.52,0.632,2.66,-1.513,0.348,-0.022,-0.096,-0.049,0.016,-0.002,0.002,0.023,-0.006,-0.025,1.314,-1.61,-1.026,0.038,10.388,-0.001,-0.41,-1.112,-0.011,0.746,0.068,0,0.005,-0.004,0.84,0.526,0.87,-0.395,0.212,-1.084,-2.526,-0.246,-0.248,0.55,2.18,0.55,22.5,0.737,-0.002,0.007,-0.474,0.001,1.452,1.74,0.485,-0.065,-7.39,9,1.484,0.57,0.002,1
139,V_MTK_MFC1,Q52242022201,20221216,23D,1227199102,ZDT,0.002,-0.003,0.004,0.316,1.185,-7.524,0.074,0.556,0.001,0.002,-3.634,3.372,4.18,0.681,1.37,2.412,2.082,-0.071,0.036,-0.001,0.004,0.008,0.014,-0.019,0.646,-1.132,-2.93,0.093,8.004,0.008,0.126,-1.746,0.01,1.02,0.068,0,0.001,-0.005,-0.14,0.106,-0.192,0.141,-0.362,2.575,-1,-0.88,-0.637,2.072,2.83,0.53,22.5,0.917,0.001,-1.39E-17,-0.474,0.008,-2.26,1.452,1.053,1.273,-6.85,9,0.816,-3.142,0.004,1
114,V_MTK_MFC1,Q52241000301,20221217,23D,1227199102,ZDT,0.002,-0.003,0.005,0.696,-1.289,-12,1.274,-0.198,0.002,0.002,-3.382,1.894,4.16,-0.159,-0.116,1.914,1.398,-0.043,0.046,0,0.003,0.022,-0.003,-0.019,0.838,-1.894,-1.692,0.059,-0.376,0.009,-0.638,-1.232,-0.013,0.182,0.068,0.003,-1.78E-15,-0.006,0.06,0.41,0.93,-0.623,-1.279,1.694,-1.574,-0.366,-1.142,0.738,2.82,0.58,22.5,0.611,-0.002,0.005,-0.474,0.003,-0.166,0.024,-4.371,0.701,-11.09,9,1.008,-1.048,0.034,1
122,V_MTK_MFC1,Q52241028001,20221217,23D,1227199102,ZDT,0.002,-0.001,0.006,0.884,-0.717,-5.048,1.93,-1.268,0.002,0,-4.53,-0.402,1.84,-0.503,-0.042,1.992,1.28,-0.067,0.046,0,0.004,0.004,0.001,-0.024,0.934,-0.846,-0.834,0.043,-0.27,0.002,-0.716,-1.741,-0.011,0.282,0.068,0.003,0.004,-0.004,-0.02,0.218,0.898,-0.701,-1.945,3.606,0.62,-0.875,-1.074,-0.024,2.14,0.41,22.5,1.971,0.001,-0.001,-0.474,0.002,1.452,2.784,1.719,1.043,-6.79,9,1.104,0.57,-0.009,1
136,V_MTK_MFC1,Q52242021801,20221217,23D,1227199102,ZDT,0.002,-0.01,0.002,-0.836,-0.559,-10.186,-0.134,-4.716,-0.004,-0.002,-3.772,0.478,0.16,-1.277,1.45,1.658,0.582,-0.047,-0.024,-0.001,0,0.013,-0.002,-0.027,0.246,-2.074,-1.322,0.052,8.594,0.01,-0.26,-0.53,-0.008,1.454,0.068,-0.002,0.001,-0.005,-0.24,0.456,0.916,-0.245,0.267,0.891,0.234,0.336,0.154,1.012,-5.33,0.72,22.5,0.127,-0.006,0.002,-0.474,-0.002,-0.81,2.368,-2.183,-0.415,-8.54,9,0.416,-1.692,0,1
130,V_MTK_MFC1,Q52242003001,20221219,23D,1227199102,ZDT,0.002,0.002,0.007,-3.736,-1.119,-7.756,-0.102,-0.59,0,0.002,-2.652,0.908,0.66,-1.033,0.404,2.02,2.412,-0.073,0.026,-0.001,-0.002,0.038,0.009,-0.051,1.074,-1.334,0.452,0.057,-5.078,0.001,0.11,-2.468,0.007,1.114,0.068,-0.003,0.001,-0.006,-0.06,-0.05,1.206,0.125,-0.556,1.618,-1.772,-1.602,0.26,-0.894,-0.2,0.43,22.5,0.581,0.003,0.01,1.284,-0.004,-3.426,1.62,-9.005,-0.525,-9.82,9,1.244,-4.308,-0.014,1
137,V_MTK_MFC1,Q52242021901,20221219,23D,1227199102,ZDT,0.002,-2.78E-17,0.001,1.554,-1.479,-1.712,0.498,-2.022,0.002,-0.002,-4.676,1.876,1.22,-1.227,0.538,1.31,0.666,-0.037,0.036,-0.004,0.003,0.007,0.005,-0.029,1.122,-0.082,-0.358,0.065,3.154,0.001,-0.716,-0.671,0.005,0.058,0.068,-0.002,0.002,-0.002,-0.18,0.45,1.062,-0.701,1.678,-0.466,-1.666,0.195,-0.969,0.262,-1.7,0.67,22.5,-0.501,0.002,-0.003,-0.474,0.006,1.546,2.214,-5.801,0.397,-4.03,9,1.292,0.664,-0.001,1
128,V_MTK_MFC1,Q52242002701,20221224,23D,1227199102,ZDT,0.002,0.001,0.001,2.506,0.423,-8.666,-0.91,-3.874,0,0,-2.716,1.474,-0.66,0.677,0.252,0.166,0.666,-0.043,0.046,-0.003,0,0.013,0.013,-0.032,0.836,-0.368,-0.074,0.084,-0.95,-0.001,-0.294,-1.743,-0.01,0.042,0.068,-0.002,0.003,-0.005,-0.24,0.602,0.386,-0.279,0.532,0.515,-0.904,-0.877,-0.18,0.168,2.09,-0.2,22.5,1.497,-0.001,0.002,-0.474,0.003,1.454,2.692,1.247,-0.217,-6.63,9,1.006,0.572,0.012,1
129,V_MTK_MFC1,Q52242002801,20221226,23D,1227199102,ZDT,0.002,0.003,0.006,-0.072,-0.627,-8.05,-0.236,-1.236,-0.002,0.001,-2.478,2.184,-0.1,-0.423,0.842,1.616,0.142,-0.059,0.016,-0.001,0.001,0.008,0.007,-0.029,1.01,0.572,-1.248,0.057,4.192,0.005,-0.49,3.781,-0.017,-0.148,0.068,-0.002,-0.001,-0.006,-0.14,0.638,0.93,-0.475,-0.708,2.8,-0.762,4.647,-0.181,1.228,-3.93,0.6,22.5,-0.605,0.007,0.003,-0.474,0.006,1.198,1.294,1.357,0.277,-5.89,9,1.18,0.316,-0.001,1
134,V_MTK_MFC1,Q52242003401,20221226,23D,1227199102,ZDT,0.002,-0.009,0,-0.942,-1.207,-11.418,-0.646,-3.136,-0.006,-0.002,-2.694,1.574,-0.98,-1.095,0.94,0.652,0.718,-0.071,0.026,-0.001,0.001,-0.007,0.003,-0.038,0.048,-1.55,-1.73,0.078,0.928,0.008,1.192,-0.393,0.001,1.056,0.068,-0.003,0.002,-0.006,-0.06,0.448,-0.016,1.207,-0.7,0.715,-3.554,0.473,-1.225,0.17,2.75,0.05,22.5,-0.121,0.004,-1.39E-17,-0.474,-0.001,-0.626,-1.112,-0.281,-0.563,-9.26,9,0.218,-1.508,0.01,1
132,V_MTK_MFC1,Q52242003201,20221229,23D,1227199102,ZDT,0.002,0.003,0.006,-0.448,2.711,-9.808,-0.206,-1.342,-0.002,0.001,-4.626,1.27,0.7,-0.655,1.302,2.166,1.904,-0.077,0.026,-0.001,0.002,0,0.003,-0.038,0.932,0.01,-0.548,0.059,-0.572,0.005,0.736,-2.788,0.011,0.68,0.068,-0.005,0.001,-0.006,-0.24,0.222,0.65,0.751,-0.893,-0.048,-2.904,-1.922,-1.13,2.358,-1.57,0.73,22.5,0.419,0.001,0.007,0.288,0.005,-1.214,2.31,0.677,-0.063,-7.87,9,1.102,-2.096,-0.003,1
135,V_MTK_MFC1,Q52242021701,20221229,23D,1227199102,ZDT,0.002,-0.007,0.001,-2.384,-3.129,-9.4,-1.79,-3.358,-0.002,-0.002,-3.494,-0.098,-0.76,-0.327,1.904,2.964,1.966,-0.069,0.006,-0.002,-0.001,0.005,0.004,-0.029,-1.01,-0.298,-2.114,0.058,-1.368,0.008,-0.148,-0.777,-0.016,0.904,0.068,-0.003,-0.001,-0.005,-0.26,0.14,0.976,-0.133,-0.222,0.812,-2.492,0.089,0.688,-0.118,1.71,0.18,22.5,2.247,-0.007,-1.39E-17,-0.474,0.001,-0.92,1.486,0.105,-0.677,-6.85,9,-0.84,-1.802,-0.027,1
